domain,problem,heuristics,strategy,solved,time,timeout,plan_length,expansions,memory_kb
zenotravel,task03,"hff,hadd",max,True,0.2514660358428955,False,6,7,
zenotravel,task04,"hff,hadd",max,True,0.242966890335083,False,9,10,
zenotravel,task05,"hff,hadd",max,True,0.6446995735168457,False,16,39,
zenotravel,task06,"hff,hadd",max,True,0.48422741889953613,False,13,15,
zenotravel,task07,"hff,hadd",max,True,0.3730127811431885,False,16,21,
zenotravel,task08,"hff,hadd",max,True,0.9011476039886475,False,14,16,
zenotravel,task09,"hff,hadd",max,True,2.061958074569702,False,23,24,
zenotravel,task10,"hff,hadd",max,True,5.351398468017578,False,26,132,
zenotravel,task11,"hff,hadd",max,True,11.641494989395142,False,16,167,
zenotravel,task12,"hff,hadd",max,True,4.679104328155518,False,25,40,
zenotravel,task13,"hff,hadd",max,True,6.946137189865112,False,29,54,
zenotravel,task14,"hff,hadd",max,True,161.8725335597992,False,36,160,
zenotravel,task15,"hff,hadd",max,True,123.33740329742432,False,50,146,
zenotravel,task16,"hff,hadd",max,True,293.86743664741516,False,50,133,
zenotravel,task17,"hff,hadd",max,False,300,True,,,
zenotravel,task18,"hff,hadd",max,False,300,True,,,
zenotravel,task19,"hff,hadd",max,False,300,True,,,
zenotravel,task20,"hff,hadd",max,False,300,True,,,
zenotravel,task01,"hmax,lmcut",max,True,0.18126606941223145,False,1,2,
zenotravel,task02,"hmax,lmcut",max,True,0.2015364170074463,False,6,7,
zenotravel,task03,"hmax,lmcut",max,True,0.37563657760620117,False,6,8,
zenotravel,task04,"hmax,lmcut",max,True,0.34291744232177734,False,8,11,
zenotravel,task05,"hmax,lmcut",max,True,0.7618143558502197,False,11,13,
zenotravel,task06,"hmax,lmcut",max,True,2.663630723953247,False,13,27,
zenotravel,task07,"hmax,lmcut",max,True,1.3181002140045166,False,18,27,
zenotravel,task08,"hmax,lmcut",max,True,3.8588662147521973,False,14,19,
zenotravel,task09,"hmax,lmcut",max,True,13.504792213439941,False,23,39,
zenotravel,task10,"hmax,lmcut",max,True,18.75292181968689,False,25,47,
zenotravel,task11,"hmax,lmcut",max,True,15.951885223388672,False,15,29,
zenotravel,task12,"hmax,lmcut",max,True,21.815582990646362,False,25,39,
zenotravel,task13,"hmax,lmcut",max,True,77.36720013618469,False,32,139,
zenotravel,task14,"hmax,lmcut",max,False,300,True,,,
zenotravel,task15,"hmax,lmcut",max,False,300,True,,,
zenotravel,task16,"hmax,lmcut",max,False,300,True,,,
zenotravel,task17,"hmax,lmcut",max,False,300,True,,,
zenotravel,task18,"hmax,lmcut",max,False,300,True,,,
zenotravel,task19,"hmax,lmcut",max,False,300,True,,,
zenotravel,task20,"hmax,lmcut",max,False,300,True,,,
zenotravel,task01,"hff,landmark",max,True,0.17768335342407227,False,1,2,
zenotravel,task02,"hff,landmark",max,True,0.17703795433044434,False,6,7,
zenotravel,task03,"hff,landmark",max,True,0.21872806549072266,False,6,8,
zenotravel,task04,"hff,landmark",max,True,0.2315521240234375,False,8,11,
zenotravel,task05,"hff,landmark",max,True,0.26631593704223633,False,11,13,
zenotravel,task06,"hff,landmark",max,True,0.3548605442047119,False,12,14,
zenotravel,task07,"hff,landmark",max,True,0.30149078369140625,False,18,25,
zenotravel,task08,"hff,landmark",max,True,0.8973238468170166,False,15,21,
zenotravel,task09,"hff,landmark",max,True,1.2050092220306396,False,26,36,
